canon_id,incipit,clean_incipit
270,ዘከመ፡ ወሀበቶ፡ ልብሰ፡ ክህነት፡ ለአባ፡ ኒቃላዎስ፡ ኤጲስ፡ ቅጵስ፡ ዘሀገረ፡ ሚራ፡ ዘሀለቀ፡ ንዋዩ፡ ወኮነ፡ ነዳየ፡እስከ፡ ኢረከበ፡ ሎቱ፡ ዘይሴሰይ፡ አሐተ፡ ዕለተ፨ ...,ዘከመ ወሀበቶ ልብሰ ክህነት ለአባ ኒቃላዎስ ኤጲስ ቅጵስ ዘሀገረ ሚራ ዘሀለቀ ንዋዩ ወኮነ ነዳየእስከ ኢረከበ ሎቱ ዘይሴሰይ አሐተ ዕለተ
41,"ወሀለወት፡ አሐቲ፡ አራጊት፡ በሀገር፡ እንተ፡ ስማ፡ ስምባጥ፡ ወፈራሂተ፡ እግዚአብሔር፡ ይእቲ፡ ወታፈቅራ፡ ለእግዝእትነ....በኵሉ፡ ልባ፡ ወትሁብ፡ ምጽዋተ፡ ለነዳያን፡ ወለምስኪናን፡ በእንተ፡ ስማ፡ እግዝእትነ፡ በአሐት፡ ዕለት፡ መጽአ፡ ..
",ወሀለወት አሐቲ አራጊት በሀገር እንተ ስማ ስምባጥ ወፈራሂተ እግዚአብሔር ይእቲ ወታፈቅራ ለእግዝእትነበኵሉ ልባ ወትሁብ ምጽዋተ ለነዳያን ወለምስኪናን በእንተ ስማ እግዝእትነ በአሐት ዕለት መጽአ
290,ወኮነ፡ በመዋዕሊሁ፡ ለአሽረፍ፡ ንጉሠ፡ ምስር፡ ከሀዲ፡ ስደት፡ ዓቢይ፡ ላዕለ፡ አብያተ፡ ክርስቲያናት፡ በመዋዕለ፡ ሢመቱ፡ ለአቡነ፡ ሊቀ፡ ጳጳሳት፡  አባ፡ ዮሐን፡ ዘሀገረ፡ እለስክንድርያ፡ ወአሜሃ፡ ተጋብኡ፡ ኵሉሙ፡ተንበላት፡ እለ፡ ሀለዉ፡ ውስተ፡ ሀገረ፡ ስንደፋ፡ ..,ወኮነ በመዋዕሊሁ ለአሽረፍ ንጉሠ ምስር ከሀዲ ስደት ዓቢይ ላዕለ አብያተ ክርስቲያናት በመዋዕለ ሢመቱ ለአቡነ ሊቀ ጳጳሳት አባ ዮሐን ዘሀገረ እለስክንድርያ ወአሜሃ ተጋብኡ ኵሉሙተንበላት እለ ሀለዉ ውስተ ሀገረ ስንደፋ
240,ወትቤ፡ ድንግል፡ ለጢሞቴዎስ፡ ወሶበ፡ በጻሕነ፡ ንንሶሱ፡ ዝየ፡ ወዝየ፡ ዮጊ፡ ለእመ፡ ንረክብ፡  ሠናየ፡ ከመ፡ ንንበር፡ ውስቴቱ፡  ወአንጽረ፡ ውልድየ፡በአጽባዕቱ፡ ኀበ፡ መካነ፡ ወይቤ፡  ንሑር፡ ኀበ፡ ዝንቱ፡ መካን፡ ሠናይ፡..,ወትቤ ድንግል ለጢሞቴዎስ ወሶበ በጻሕነ ንንሶሱ ዝየ ወዝየ ዮጊ ለእመ ንረክብ ሠናየ ከመ ንንበር ውስቴቱ ወአንጽረ ውልድየበአጽባዕቱ ኀበ መካነ ወይቤ ንሑር ኀበ ዝንቱ መካን ሠናይ
285,ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በአሐቲ፡ ንስቲት፡ ደወል፨ ወይነብሩ፡ ህየ፡  መብዝኅቶሙ፡ አይሁድ፡ ውሑዳን፡ ክርስቲያን፨  ወሶበ፡ ሰምዓ፡ እምኔሆሙ፡ አሐዱ፡ ወልድ፡ አይሁዳዊ፡ ትምህርተ፡ ክርስቲያን፡ ወሚመ፡ ነበረ፡ እንዘ፡ ይብል፨ ..,ዘገብረት ተአምረ ወመንክረ በአሐቲ ንስቲት ደወል ወይነብሩ ህየ መብዝኅቶሙ አይሁድ ውሑዳን ክርስቲያን ወሶበ ሰምዓ እምኔሆሙ አሐዱ ወልድ አይሁዳዊ ትምህርተ ክርስቲያን ወሚመ ነበረ እንዘ ይብል
95,"ወሀለዉ፡ ፪መንኮሳት፡ስሙ፡ አብርሃም፡  ወለአሐዱ፡ ይስሐቅ፡ ወፈቀዱ፡ ይሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘእለ፡ እስክንድርያ፡ አባ፡ ዮሐንስ፡ በእንተ፡ ትካዝ፡ ዘረከቦሙ፡ ወፍኖቱሰ፡ ርኁቅ፡ ውእቱ፡ ብሔረ፡  ድምጸ፡ ወሐፍ፡
..",ወሀለዉ ፪መንኮሳትስሙ አብርሃም ወለአሐዱ ይስሐቅ ወፈቀዱ ይሖሩ ኀበ ሊቀ ጳጳሳት ዘእለ እስክንድርያ አባ ዮሐንስ በእንተ ትካዝ ዘረከቦሙ ወፍኖቱሰ ርኁቅ ውእቱ ብሔረ ድምጸ ወሐፍ
12,"ወኮነ፡ በመዋዕለ፡ አብ፡ ክቡር፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ገብርኤል፡ ወልደ፡ ታሪክ፡ ወበጽሐ፡ ለዝንቱ፡ ሊቀ፡ ጳጳሳት፡ በዐስ፡ ወጽልእ፡ ምስለ፡ ሕዝቡ፡ በእንተ፡ ዘሴመ፡ ኤጲስ፡ ቆጶስ፡ ዘኢይደልዎ፡  ብሩ፡ ላዕሌሁ፡..
",ወኮነ በመዋዕለ አብ ክቡር ሊቀ ጳጳሳት አባ ገብርኤል ወልደ ታሪክ ወበጽሐ ለዝንቱ ሊቀ ጳጳሳት በዐስ ወጽልእ ምስለ ሕዝቡ በእንተ ዘሴመ ኤጲስ ቆጶስ ዘኢይደልዎ ብሩ ላዕሌሁ
44,ወሀለወት፡ አሐቲ፡ ሀገረ፡ በቅሩበ፡ ምስር፡ ምኔት፡ በስመ፡ እግዝእትነ፡…. ዘትሰመይ፡ ደብረ፡ አደውያ፡ ወያብዕሉ፡ ውስቴታ፡ በዓለ፡ ዐቢየ፡ በስማ፡ ለእግዝእትነ፡ ….አመ፡ ..,ወሀለወት አሐቲ ሀገረ በቅሩበ ምስር ምኔት በስመ እግዝእትነ ዘትሰመይ ደብረ አደውያ ወያብዕሉ ውስቴታ በዓለ ዐቢየ በስማ ለእግዝእትነ አመ
154,ወሀለዋ፡ ክልኤቲ፡ አንስት፡ አእማተ፡ ... በቤተ፡ ልሔም፡ እምአዋልደ፡ ይሁዳ፡ ስማ፡ ካልዕታ፡ ባርባራ። ወአሐተ፡ ዕለተ፡ እንዘ፡ የሐውራ፡ ኢየሩሳሌም፡ በበዓለ፡ ፍልሰታ፡ ... በሀገረ፡ ...,ወሀለዋ ክልኤቲ አንስት አእማተ በቤተ ልሔም እምአዋልደ ይሁዳ ስማ ካልዕታ ባርባራ ወአሐተ ዕለተ እንዘ የሐውራ ኢየሩሳሌም በበዓለ ፍልሰታ በሀገረ
,ድርሳን፡ ዘደረሰ፡ ቅዱስ፡ ወክቡር፡ ወንጹሕ፡ አባ፡ ቄርሎስ፡ ኤጲስ፡ ቆጶስ፡ ዘኢየሩሳሌም፡ ቅድስት፡ በእንተ፡ እግዝእትነ፡ ዘሀለወት፡ በደብረ፡ ጼዴንያ፡ ኀበ፡ አሐቲ፡ ሀገር፡  እምአህጉረ፡ ደማስቆ፡ ... ,ድርሳን ዘደረሰ ቅዱስ ወክቡር ወንጹሕ አባ ቄርሎስ ኤጲስ ቆጶስ ዘኢየሩሳሌም ቅድስት በእንተ እግዝእትነ ዘሀለወት በደብረ ጼዴንያ ኀበ አሐቲ ሀገር እምአህጉረ ደማስቆ
316-A,,
316-D,,
437,,
446,,
1-A,,
13,,
400,,
325,,
432,,
91,,
311,,
187,,
163,,
162,,
19,,
27,,
33,,
54,,
153,,
154,,
16,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
106,,
109,,
111,,
112,,
115,,
131,,
135,,
132,,
14,,
69,,
136,,
138,,
141-A,,
141-B,,
142,,
139,,
140,,
145,,
143,,
157,,
158,,
185,,
190,,
184,,
557,,
206,,
66,,
50,,
170,,
182,,
4,,
7,,
179,,
1-A,,
1-A,,
8,,
269,,
9,,
10,,
11,,
20,,
443,,
25,,
26,,
34,,
36,,
19,,
55,,
56,,
130,,
30,,
31,,
32,,
140,,
13,,
142,,
187,,
161,,
69,,
179,,
206,,
66,,
557,,
170,,
190,,
157,,
145,,
139,,
143,,
138,,
136,,
19,,
27,,
54,,
153,,
154,,
16,,
43,,
48,,
59,,
109,,
112,,
14,,
103,,
57,,
158,,
141-A,,
142,,
46,,
468,,
50,,
85,,
88,,
167,,
68,,
82,,
115,,
106,,
125,,
316-D,,
13,,
187,,
162,,
163,,
19,,
27,,
33,,
54,,
153,,
154,,
16,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
112,,
158,,
140,,
142,,
7,,
125,,
152,,
148,,
236,,
404,,
292,,
400,,
14,,
316-A,,
13,,
187,,
161,,
19,,
27,,
33,,
54,,
153,,
154,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
112,,
158,,
140,,
142,,
7,,
125,,
152,,
148,,
415,,
236,,
207,,
14,,
311,,
170,,
88,,
141-A,,
40,,
470,,
378,,
400,,
13,,
187,,
161,,
19,,
27,,
33,,
54,,
153,,
154,,
16,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
112,,
158,,
140,,
142,,
7,,
125,,
152,,
152,,
148,,
236,,
470,,
207,,
1-A,,
187,,
66,,
46,,
48,,
27,,
69,ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም፡ ወላዲተ፡ አምላክ፡ ጸሎታ፡ ወበረከታ፡ የሃሉ፡ ምስለ፡  ገብራ፡ [  ]  ለዓለመ፡ ዓለም፡ አሜን። ወሀሎ፡ ፩ብእሲ፡ ዘስሙ፡ ማርቆስ፡ ዘነግሠ፡ በሮምያ፡ እምድኅረ፡ ሞተ፡ አቡሁ፡ ንጉሥ፡ ዘስሙ፡ ገብረ፡ ኢየሱስ። ወ˻በ˼መዋ˻ዕ˼ሊሁ፡ ርትአ፡ (b) ሃይማኖተ፡ ክርስቲያን ። …,ተአምሪሃ ለእግዝእትነ ማርያም ወላዲተ አምላክ ጸሎታ ወበረከታ የሃሉ ምስለ ገብራ ለዓለመ ዓለም አሜን ወሀሎ ፩ብእሲ ዘስሙ ማርቆስ ዘነግሠ በሮምያ እምድኅረ ሞተ አቡሁ ንጉሥ ዘስሙ ገብረ ኢየሱስ ወ˻በ˼መዋ˻ዕ˼ሊሁ ርትአ ሃይማኖተ ክርስቲያን
311,,
294,,
404,,
384,,
13,…] ወበከመ፡ [  ] ገበርከ፡ በዓለ፡ ዜናየ፡ ዘዜነወሂ፡ መልአክ፡ ወአስተፈሣሕከ፡ ኵሎ፡ ሰብእ፤ በእንቲአየ፡ ወአንሰ፡ እዌስክ፡ … ወሶበ፡ ተፈጸመ፡ መዋዕለ፡ ሕይወቱ፡ ወገብአ፡ ኀበ፡ ምሕረተ፡ እግዚአብሔር፡ ርእይዋ፡ ለይእቲ፡ ልብስ፡ ውስተ፡ መዛግብተ፡ ቤተ፡  ከርስቲያን፡ እንዘ፡ ንጽሕት፡ ፈድፋደ። ወሶበ፡ ተሰይመ፡ እምድኅሬሁ፡ ኤጲስ፡ ቆጶስ፤ ፈቀደ፡ ይልበሳ፡ ለይእቲ፡ ልብስ፡ ወይንበር፡ዲበ፡ መንበሩ፡ ለኤጲስ፡ ቆጶስ፤ ዳቅስዮስ። …,ወበከመ ገበርከ በዓለ ዜናየ ዘዜነወሂ መልአክ ወአስተፈሣሕከ ኵሎ ሰብእ፤ በእንቲአየ ወአንሰ እዌስክ ወሶበ ተፈጸመ መዋዕለ ሕይወቱ ወገብአ ኀበ ምሕረተ እግዚአብሔር ርእይዋ ለይእቲ ልብስ ውስተ መዛግብተ ቤተ ከርስቲያን እንዘ ንጽሕት ፈድፋደ ወሶበ ተሰይመ እምድኅሬሁ ኤጲስ ቆጶስ፤ ፈቀደ ይልበሳ ለይእቲ ልብስ ወይንበርዲበ መንበሩ ለኤጲስ ቆጶስ፤ ዳቅስዮስ
156,,
187,,
100,,
101,,
114,,
385,,
13,,
187,,
161,,
162,,
163,,
19,,
27,,
33,,
54,,
153,,
154,,
16,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
112,,
158,,
140,,
142,,
7,,
125,,
152,,
148,,
236,,
13,,
187,,
161,,
162,,
163,,
19,,
27,,
33,,
54,,
153,,
154,,
16,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
112,,
158,,
140,,
142,,
7,,
125,,
152,,
148,,
236,,
13,,
187,,
161,,
162,,
163,,
19,,
27,,
33,,
54,,
153,,
154,,
16,,
46,,
43,,
48,,
59,,
57,,
61,,
68,,
82,,
83,,
99,,
103,,
112,,
158,,
140,,
142,,
7,,
125,,
152,,
148,,
236,,
207,,
14,,
311,,
13,,
106,,
153,,
140,,
144,,
145,,
152,,
309,,
125,,
185,,
157,,
145,,
196,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
135,,
136,,
137,,
138,,
139,,
140,,
141-A,,
142,,
144,,
146,,
147,,
148,,
149,,
150,,
151,,
152,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ነዳይት፡ መበለት፡ ወባቲ፡ ወልደ፡ ወአልባቲ፡ ካልአ፡ ዘእንበሌሁ ፨ ወእምብዝኃ፡ አፍቅሪታ፡ ኪያሁ፡ ወትስእላ፡ ለእግዝእትነ፡ ማርያም፡ ወታማኀፅ ኖ፡ ኀቤሃ፡ ከመ፡ ትዕቀቦ፡ እምኵሎ፡ እኩይ፡ ወታድኅኖ፡ እምእከየ፡ ዝንቱ፡ ዓለም ፨ ወኮነት፡ ታወትር፡ ሐዊረ፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ወትስእል፡ በኵሉ፡ ልባ,ወሀለወት አሐቲ ብእሲት ነዳይት መበለት ወባቲ ወልደ ወአልባቲ ካልአ ዘእንበሌሁ ወእምብዝኃ አፍቅሪታ ኪያሁ ወትስእላ ለእግዝእትነ ማርያም ወታማኀፅ ኖ ኀቤሃ ከመ ትዕቀቦ እምኵሎ እኩይ ወታድኅኖ እምእከየ ዝንቱ ዓለም ወኮነት ታወትር ሐዊረ ኀበ ቤተ ክርስቲያን ወትስእል በኵሉ ልባ
153,,
154,,
155,,
156,,
169,,
170,,
171,,
172,,
173,,
174,,
134,,
175,,
103,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
163,,
188,,
189,,
190,,
191,,
192,ወሀሎ፡ ፩ ወሬዛ፡ ሠናይ፡ እምክቡራነ፡ ዘመድ፡ ውእቱ፡ ወኮነ፡ ያፈቅር፡ በሊዐ፡ ወሰትየ፡ ወፈግዓ። ወእምድኅረ፡ ውእቱ፡ ኀልቀ፡ ንዋዩ፡ ወጸልእዎ፡ ፍቁራኒሁ፡ ወኮኑ፡ ይሣለቁ፡ ላዕሌሁ ፨ ወአሐተ፡ ዕለተ፡ ወፅአ፡ አፍአ፡ እምሀገር፡ ወምስሌሁ፡ ፍቁሩ፡ እስመ፡ ፀበበቶ፡ ምድር,ወሀሎ ፩ ወሬዛ ሠናይ እምክቡራነ ዘመድ ውእቱ ወኮነ ያፈቅር በሊዐ ወሰትየ ወፈግዓ ወእምድኅረ ውእቱ ኀልቀ ንዋዩ ወጸልእዎ ፍቁራኒሁ ወኮኑ ይሣለቁ ላዕሌሁ ወአሐተ ዕለተ ወፅአ አፍአ እምሀገር ወምስሌሁ ፍቁሩ እስመ ፀበበቶ ምድር
193,,
195,,
197,,
198,,
199,,
200,,
201,,
202,,
203,,
204,,
205,,
98,,
113,,
99,,
126,,
100,,
101,,
114,,
206,,
132,,
131,,
54,ይቤ፡ ኤጲስ፡ ቆጶስ፡ አነ<፡> ነዳይ፡ በገዳመ፡ አስቄጥስ፡ በደብረ፡ ነጋድያን፡ አዘዘኒ፡ መምህር፡ ከመ፡ እትለአኮሙ፡ ለሕሙማን ፨ ወሀሎ፡ ሥዕል፡ ዘእግዝእትነ፡ ማርያም፡ በቤተ፡ ሕሙማን፡ መንገለ፡ ምሥራቅ፡ ዘለለጽባሕ፡ ይትመኀፀኑ፡ ባቲ፡ ሕሙማን ፨ ወሀሎ፡ ሕሙም፡ ዘነበረ፡ ጕንዱየ፡ መዋዕለ፡ በሕማም፡ ወይስእላ፡ ለእግዝእትነ፡ ማርያም፡ እንዘ፡ ይብል፡ ኢትንሥእኒ፡ ዘእንበለ፡ እብጻሕ፡ ኢየሩሳሌም፡ ወእስዓም፡ ኀበ፡ ቆመ፡ እግዚእነ፡,ይቤ ኤጲስ ቆጶስ አነ ነዳይ በገዳመ አስቄጥስ በደብረ ነጋድያን አዘዘኒ መምህር ከመ እትለአኮሙ ለሕሙማን ወሀሎ ሥዕል ዘእግዝእትነ ማርያም በቤተ ሕሙማን መንገለ ምሥራቅ ዘለለጽባሕ ይትመኀፀኑ ባቲ ሕሙማን ወሀሎ ሕሙም ዘነበረ ጕንዱየ መዋዕለ በሕማም ወይስእላ ለእግዝእትነ ማርያም እንዘ ይብል ኢትንሥእኒ ዘእንበለ እብጻሕ ኢየሩሳሌም ወእስዓም ኀበ ቆመ እግዚእነ
124,,
121,,
313,,
314,,
311,,
55,,
107,,
1002,ወሀሎ፡ ፩ ብእሲ፡ ውስተ፡ አሐቲ፡ ሀገር፡ ምስለ፡ ብእሲቱ፡ ወክቡራን፡ ፈድፋደ፡ ወነበሩ፡ ክልኤሆሙ፡ እንዘ፡ ይገብሩ፡ ተዝካራ፡ ለእግዝእትነ፡ ማርያም፡ ዘምስለ፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ። ወተፀነሱ፡ እሙንቱ፡ ወኃጥኡ፡ ዘይገብሩ፡ ተዝካራ፡ ለእግዝእትነ፡ ማርያም፡ ወለወልዳ፡ ፍቁር፡ ወዘይሴሰዩ ፨-፨ ወሀለየ፡ ውእቱ፡ ብእሲ፡ ምክረ፡ ዘይገብር፡ በልቡ፡ ወይቤ፡ እምዝ፡ ሐይው፡ ይኄይሰኒ፡ ሰሪቅ፡ ወሚመ፡ ክሒደ፡ ፈጣሪየ፡ ዘውእቱ፡ ኢየሱስ፡ ክርስቶስ፡ ምስለ፡ እሙ፡ ድ ንግል፡ ማርያም፡ ወክሕዶ፡ ለክርስቶስ፡ ምስለ፡ እሙ፡ ወአምነ፡ ሰይጣነ፡ ወገነየ፡ ሎቱ ፨,ወሀሎ ፩ ብእሲ ውስተ አሐቲ ሀገር ምስለ ብእሲቱ ወክቡራን ፈድፋደ ወነበሩ ክልኤሆሙ እንዘ ይገብሩ ተዝካራ ለእግዝእትነ ማርያም ዘምስለ ወልዳ ኢየሱስ ክርስቶስ ወተፀነሱ እሙንቱ ወኃጥኡ ዘይገብሩ ተዝካራ ለእግዝእትነ ማርያም ወለወልዳ ፍቁር ወዘይሴሰዩ ወሀለየ ውእቱ ብእሲ ምክረ ዘይገብር በልቡ ወይቤ እምዝ ሐይው ይኄይሰኒ ሰሪቅ ወሚመ ክሒደ ፈጣሪየ ዘውእቱ ኢየሱስ ክርስቶስ ምስለ እሙ ድ ንግል ማርያም ወክሕዶ ለክርስቶስ ምስለ እሙ ወአምነ ሰይጣነ ወገነየ ሎቱ
1003,ወሀሎ፡ ፩ ወሬዛ፡ ዘይነብር፡ ውስተ፡ አሐቲ፡ ሀገር፡ ወኮነ፡ ይፈርሆ፡ ለእግዚአብሔር፡ ልዑል፡ ወያፈቅራ፡ ለእግእዝትነ፡ ማርያም፡ በኵሉ፡ ልቡ፡ ወይትአመን፡ ረድኤተ፡ ዚአሃ፡ ፈድፋደ፡ ወይረክብ፡ በጸሎታ፡ ኵሎ፡ ዘኀሠሠ፡ ወኵሎ፡ ዘተመነየ ፨ ወበአሐቲ፡ ዕለት፡ ለአኮ፡ አቡሁ፡ ኀበ፡ አሐቲ፡ ሀገር፡ ምስለ፡ ፩ ወሬዛ፡ ዘከማሁ ፨-፨ ወውእቱሰ፡ ዘመን፡ መዋዕለ፡ ክረምት፡ ወይዘንም፡ ብዙኀ፡ ዝናም፡ ወአፍለግኒ፡ ምሉአን፡ ኵሎሙ፡ ወይትኄየሉ፡ ጥቀ ፨-፨,ወሀሎ ፩ ወሬዛ ዘይነብር ውስተ አሐቲ ሀገር ወኮነ ይፈርሆ ለእግዚአብሔር ልዑል ወያፈቅራ ለእግእዝትነ ማርያም በኵሉ ልቡ ወይትአመን ረድኤተ ዚአሃ ፈድፋደ ወይረክብ በጸሎታ ኵሎ ዘኀሠሠ ወኵሎ ዘተመነየ ወበአሐቲ ዕለት ለአኮ አቡሁ ኀበ አሐቲ ሀገር ምስለ ፩ ወሬዛ ዘከማሁ ወውእቱሰ ዘመን መዋዕለ ክረምት ወይዘንም ብዙኀ ዝናም ወአፍለግኒ ምሉአን ኵሎሙ ወይትኄየሉ ጥቀ
33,,
46,,
56,,
47,,
48,,
401,,
402,,
403,,
404,,
406,,
405,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
328,,
415,,
416,,
384,,
417,,
385,,
418,,
383,,
30,ወኮነ፡ በብሔረ፡ አፍሩርጊ፡ በአሐቲ፡ ሀገር፡ ሀሎ፡ ደብር፡ ልዑል፡ ወውስተ፡ ከርሡ፡ ለደብር፡ ይነብር፡ ወርቅ፡ ብዙኅ፡ ወይመጽኡ፡ ሰብአ፡ ሀገር፡ ወይከርዩ፡ እምውስቴቱ፡ ወይረክቡ፡ ወርቀ፡ ብዙኃ ፨=፨ ወሀሎ፡ ውስተ፡ ይእቲ፡ ሀገር፡ ፩ነዳይ፡ ወ አልቦቱ፡ ምንተኒ፡ ወፅኑስ፡ ፈድፋደ፡ እምንዋየ፡ ዝዓለም ፨=፨ ዳእሙ፡ ሶበ፡ ይመጽኡ፡ ሰብአ፡ ሀገር፡ ኀበ፡ ውእቱ፡ ደብር፡ ወይከርዩ፡ ወይነሥኡ፡ ወርቅ፡ በከመ፡ እቤ፡ ቀዳሚ ፨,ወኮነ በብሔረ አፍሩርጊ በአሐቲ ሀገር ሀሎ ደብር ልዑል ወውስተ ከርሡ ለደብር ይነብር ወርቅ ብዙኅ ወይመጽኡ ሰብአ ሀገር ወይከርዩ እምውስቴቱ ወይረክቡ ወርቀ ብዙኃ ወሀሎ ውስተ ይእቲ ሀገር ፩ነዳይ ወ አልቦቱ ምንተኒ ወፅኑስ ፈድፋደ እምንዋየ ዝዓለም ዳእሙ ሶበ ይመጽኡ ሰብአ ሀገር ኀበ ውእቱ ደብር ወይከርዩ ወይነሥኡ ወርቅ በከመ እቤ ቀዳሚ
108,,
210,ወኮነት፡ ተአምረ፡ ዘገብረት፡ ላቲ፡ ለቅድስት፡ ቴክላ፡ አመ፡ ተሐውር፡ ብሔረ፡ 〚 〛{እለክድርያ፡} ኀበ፡ እኁሃ፡ አባ፡ ኤሲ ፨ ወሶበ፡ በጽሐት፡ ቅድስት፡ ቴክላ፡ ኀበ፡ ሀመር፡ ተቀበልዋ፡ መላእክት፡ እለ፡ ሀለዉ፡ ምስሌሃ፡ እግዝእትነ፡ ማርያም፡ ተመሲሎሙ፡ ኖትያተ፡ ወጾሩ፡ ላቲ፡ ንዋየ፡ በሀመር፡ ወነጸፉ፡ ላቲ፡ በገቦ፡ እማንቱ፡ አንስት፡ ቡሩካት፡ ወሖሩ፡ ወፈትሑ፡ ሀመሮሙ፡,ወኮነት ተአምረ ዘገብረት ላቲ ለቅድስት ቴክላ አመ ተሐውር ብሔረ 〚 〛እለክድርያ ኀበ እኁሃ አባ ኤሲ ወሶበ በጽሐት ቅድስት ቴክላ ኀበ ሀመር ተቀበልዋ መላእክት እለ ሀለዉ ምስሌሃ እግዝእትነ ማርያም ተመሲሎሙ ኖትያተ ወጾሩ ላቲ ንዋየ በሀመር ወነጸፉ ላቲ በገቦ እማንቱ አንስት ቡሩካት ወሖሩ ወፈትሑ ሀመሮሙ
211,ወትቤላ፡ ቴክላ፡ እግዝእትየ ማርያም ፨ እምድኅረ፡ ወለድክዎ፡ መጽኡ፡ ሐራ፡ ሄሮድስ፡ ከመ፡ ይቅትልዎ፡ ለወልድየ፡ ፍቁር ፨ ወአነ፡ ነሣእኩዎ፡ ወጐየይኩ፡ ውስተ፡ ምድረ፡ ግብጽ ፨ ወኮነ፡ ወልድየ፡ ንዑሰ፡ ይጠቡ፡ ሐሊበ፡ እምአጥባትየ ፨ ወሶበ፡ ተፈጸመ፡ ሎቱ፡ ፴ወ ፫ክረምት፡ ነሥእዎ፡ አይሁድ፡ እምኔየ፡ ወሰቀልዎ፡ ዲበ፡ ዕፅ፡ ዝንቱ፡ ኵሉ፡ ሐዘ፡ ኮነ፡ በላዕሌየ ፨,ወትቤላ ቴክላ እግዝእትየ ማርያም እምድኅረ ወለድክዎ መጽኡ ሐራ ሄሮድስ ከመ ይቅትልዎ ለወልድየ ፍቁር ወአነ ነሣእኩዎ ወጐየይኩ ውስተ ምድረ ግብጽ ወኮነ ወልድየ ንዑሰ ይጠቡ ሐሊበ እምአጥባትየ ወሶበ ተፈጸመ ሎቱ ፴ወ ፫ክረምት ነሥእዎ አይሁድ እምኔየ ወሰቀልዎ ዲበ ዕፅ ዝንቱ ኵሉ ሐዘ ኮነ በላዕሌየ
1004,ወእምድኅረ፡ ዝንቱ፡ በሳኒታ፡ በጽሑ፡ ኀበ፡ ሀገር፡ እንተ፡ ስማ፡ ጣዋ ፨ ወትቤሎ፡ እግዝእትነ፡ ማርያም፡ ለመልአክ፡ ገብርኤል፡ አቁምኬ፡ ለሐመር፡ ዝየ፡ እስመ፡ አነ፡ እፈቅድ፡ እዕርግ፡ ውስተ፡ ዝንቱ፡ መካን ፨ ወሶበ፡ አቆምዋ፡ ለሐመር፡ ተንሥኡ፡ ሶቤሃ፡ ወወጽኡ፡ ውስተ፡ ሀገር፡ ወነሥኡ፡ ቴክላሃ፡ ምስሌሆሙ፡ ወበጽሑ፡ ውስተ፡ ይእቲ፡ መኰንነ፡ ሀገር ፨,ወእምድኅረ ዝንቱ በሳኒታ በጽሑ ኀበ ሀገር እንተ ስማ ጣዋ ወትቤሎ እግዝእትነ ማርያም ለመልአክ ገብርኤል አቁምኬ ለሐመር ዝየ እስመ አነ እፈቅድ እዕርግ ውስተ ዝንቱ መካን ወሶበ አቆምዋ ለሐመር ተንሥኡ ሶቤሃ ወወጽኡ ውስተ ሀገር ወነሥኡ ቴክላሃ ምስሌሆሙ ወበጽሑ ውስተ ይእቲ መኰንነ ሀገር
68,,
378,,
